corpus,id,text,human_score,human_label,vader_neg,vader_neu,vader_pos,vader_compound,vader_label
Tweets,3616,the national security risk wasnt telling the entire world that we killed #OBL? its release of the kill shot photo?! #catisalreadyoutofthebag,-1.35,NEGATIVE,0.381,0.542,0.077,-0.8898,NEGATIVE
Tweets,3617,#ipad2 killed the analogue instrument.,-1.05,NEGATIVE,0.529,0.471,0.0,-0.6705,NEGATIVE
Tweets,3618,@anonymous do you have any google+ invites to give away?  I'd love to get on.,1.1,POSITIVE,0.0,0.769,0.231,0.6369,POSITIVE
Tweets,3619,@anonymous I know you're new to twitter- but be warned: if you reference yourself in a retweet you rip a hole in the time-twit continuum..,-0.65,NEGATIVE,0.099,0.901,0.0,-0.3919,NEGATIVE
Tweets,3620,Doing something!  Nice to be useful.,1.65,POSITIVE,0.0,0.4,0.6,0.7177,POSITIVE
Tweets,3621,"Now that the office is set up, I'm out of work to do.  Or am I just procrastinating until Monday?  Well, the mind sees what it wants to see.",0.1,NEUTRAL,0.0,0.93,0.07,0.2732,POSITIVE
Tweets,3622,@anonymous not sure what you're sayin' there,-0.55,NEGATIVE,0.246,0.754,0.0,-0.2411,NEGATIVE
Tweets,3623,"girl, tonight we're gonna snuggle, and by that I mean I'm gonna comfortably live inside a hole I'll make in your chest cavity #youandme",0.5,POSITIVE,0.0,0.891,0.109,0.4215,POSITIVE
Tweets,3624,@anonymous it's pretty great. Absolutely recommend.,2.4,POSITIVE,0.0,0.229,0.771,0.8777,POSITIVE
Tweets,3625,"@anonymous fuck, I should own that domain as a redirect.",-1.15,NEGATIVE,0.28,0.72,0.0,-0.5423,NEGATIVE
Tweets,3626,Questionable Content guide to picking up women: hang out at their workplace Every Fucking Day.,-1.15,NEGATIVE,0.136,0.864,0.0,-0.296,NEGATIVE
Tweets,3627,"@anonymous That video dropped the day after I finished the 24 hour run. I, gosh, I felt almost embarrassed how little I actually did.",-1.2,NEGATIVE,0.088,0.912,0.0,-0.2975,NEGATIVE
Tweets,3628,@anonymous @anonymous oh man. did... did you send me some cake? Am I missing some cake right now?,-0.3,NEUTRAL,0.131,0.869,0.0,-0.3736,NEGATIVE
Tweets,3629,"I was at this awesome party, were you? http://url_removed",1.9,POSITIVE,0.0,0.48,0.52,0.8213,POSITIVE
Tweets,3630,here is what i do when I am depressed http://url_removed,-1.15,NEGATIVE,0.268,0.732,0.0,-0.5106,NEGATIVE
Tweets,3631,you know what else i'm proud of is that i only fall asleep in like one class a day as compared to last year when i could rack up to 5 counts,1.15,POSITIVE,0.0,0.843,0.157,0.6808,POSITIVE
Tweets,3632,Whoa... love the new look of the @anonymous site! It's like choose your own adventure...,2.45,POSITIVE,0.0,0.564,0.436,0.8516,POSITIVE
Tweets,3633,@anonymous So Cow is great!,2.05,POSITIVE,0.0,0.462,0.538,0.6864,POSITIVE
Tweets,3634,@anonymous you too! It's cool..that's what weddings are for! We'll have a proper hang out soon. :) p.s. Super huge congrats. MARRIED!,2.75,POSITIVE,0.0,0.572,0.428,0.9257,POSITIVE
Tweets,3635,@anonymous Oh I'm definitely making my own gum. Coming up with a name for it right now.,0.8,POSITIVE,0.0,0.856,0.144,0.4019,POSITIVE
Tweets,3636,My cute @anonymous heels I'm wearing right now!  http://url_removed,1.55,POSITIVE,0.0,0.708,0.292,0.5093,POSITIVE
Tweets,3637,"I said ""You didn't understand when I said marking makes me crazy!! This is why!""",-1.0,NEGATIVE,0.19,0.81,0.0,-0.5067,NEGATIVE
Tweets,3638,This  CCA spot about how girls aren't going to engage in typical adolescent behaviours is full of shit.,-2.75,NEGATIVE,0.26,0.74,0.0,-0.6844,NEGATIVE
Tweets,3639,"@anonymous Holy cow, what a bitch.",-2.75,NEGATIVE,0.432,0.568,0.0,-0.5859,NEGATIVE
Tweets,3640,@anonymous I believe the internet requires pictorial proof of all such amusing antics.,0.7,POSITIVE,0.0,0.822,0.178,0.3818,POSITIVE
Tweets,3641,"@anonymous yes. well, everything at Dynamite. but yes.",0.2,NEUTRAL,0.0,0.325,0.675,0.743,POSITIVE
Tweets,3642,@anonymous Not tired yet. (not much of an excuse),-0.1,NEUTRAL,0.0,0.654,0.346,0.4031,POSITIVE
Tweets,3643,@anonymous That's what I'm doing. Drawing it free hand too. At least it's a challenge.,0.65,POSITIVE,0.0,0.606,0.394,0.7783,POSITIVE
Tweets,3644,I think the government should send the army into London just for a giggle. #londonriots.,0.3,NEUTRAL,0.0,0.833,0.167,0.4215,POSITIVE
Tweets,3645,@anonymous Mostly brilliant is fine with me. It'll be better than 99% of the non-sense I hear day to day.,1.15,POSITIVE,0.0,0.667,0.333,0.8176,POSITIVE
Tweets,3646,"I always find the first scene of Ghost Busters reassuring, especially the music. Not sure about a 3rd film considering the rumours.",1.2,POSITIVE,0.164,0.732,0.104,-0.1436,NEGATIVE
Tweets,3647,@anonymous nooit was the girl that cut the word skrillex in to her arm and now the picture's circulating EVERYWHERE and people are concerned,-1.2,NEGATIVE,0.084,0.916,0.0,-0.2732,NEGATIVE
Tweets,3648,@anonymous That is one of the funniest things I've ever heard. I think Yogurt goblins are an endangered species too.,1.9,POSITIVE,0.0,0.841,0.159,0.5574,POSITIVE
Tweets,3649,@anonymous I was reading something about it in Empire. Characters playing each other and such.,0.05,NEUTRAL,0.0,0.886,0.114,0.2023,POSITIVE
Tweets,3650,@anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous - Good Morning!,1.5,POSITIVE,0.0,0.738,0.262,0.4926,POSITIVE
Tweets,3651,why do i follow gaga jesus christ her twitter is so annoying you'd expect it to be cool but it's LAAAME,-2.75,NEGATIVE,0.098,0.83,0.072,-0.152,NEGATIVE
Tweets,3652,"@anonymous yall next...geesh wait! Lol, Gm!",1.1,POSITIVE,0.0,0.596,0.404,0.5242,POSITIVE
Tweets,3653,seriously @anonymous you look fine but that's like one of the best pictures of @anonymous i've ever seen ok congrats,2.4,POSITIVE,0.041,0.422,0.538,0.9552,POSITIVE
Tweets,3654,"RT @anonymous Aye...who's that playing as my Dolphins in our uniforms in our stadium - lol, that's them!",0.9,POSITIVE,0.0,0.766,0.234,0.5983,POSITIVE
Tweets,3655,RT @anonymous ta-da! My picks for the Best New Manga of 2011 http://url_removed,1.0,POSITIVE,0.0,0.728,0.272,0.6696,POSITIVE
Tweets,3656,"ComicList says that MPD Psycho 10 is shipping this week.  not my favorite Otsuka manga, but still interesting stuff",0.9,POSITIVE,0.078,0.763,0.159,0.4234,POSITIVE
Tweets,3657,"RT @anonymous Also recommended: Kanako Inuki's criminally overlooked PRESENTS, published by CMX Manga: http://url_removed",0.45,NEUTRAL,0.074,0.805,0.121,0.1779,POSITIVE
Tweets,3658,"@anonymous some of the art suggest he has some weird tastes, but it pretty much does what it says on the tin...",0.3,NEUTRAL,0.053,0.78,0.168,0.6059,POSITIVE
Tweets,3659,RT @anonymous I hear you can use these Behelit to pilot Voltron. =p RT@anonymous http://url_removed,0.55,POSITIVE,0.0,0.859,0.141,0.3182,POSITIVE
Tweets,3660,Tonight's Batman: The Brave and the Bold looks fun. jowly Lex Luthor and Challenge of the Superfriends homage http://url_removed,1.2,POSITIVE,0.0,0.586,0.414,0.8625,POSITIVE
Tweets,3661,#thingsilikeaboutunemployment I can stay in bed until noon 100% guilt free.,1.25,POSITIVE,0.146,0.625,0.229,0.296,POSITIVE
Tweets,3662,"@anonymous the reading you have coming up will help make that clear, I hope",0.6,POSITIVE,0.0,0.573,0.427,0.802,POSITIVE
Tweets,3663,@anonymous I'm being selfish.,-1.15,NEGATIVE,0.508,0.492,0.0,-0.4767,NEGATIVE
Tweets,3664,@anonymous sounds like you're having fun over at @anonymous,1.35,POSITIVE,0.0,0.547,0.453,0.7003,POSITIVE
Tweets,3665,@anonymous Sounds like you're happy to be back in Cali.,1.05,POSITIVE,0.0,0.563,0.437,0.7351,POSITIVE
Tweets,3666,Family spokesman: Amy Winehouse's funeral to be held Tuesday; time and place kept private.,-0.7,NEGATIVE,0.161,0.839,0.0,-0.3612,NEGATIVE
Tweets,3667,Wet weather contributes to fatal crash on I-75: The wet weather played a role in a deadly crash Monday night. http://url_removed,-1.5,NEGATIVE,0.314,0.601,0.085,-0.7579,NEGATIVE
Tweets,3668,Mich. dad a hero after car catches on fire | 13abc.com http://url_removed,1.2,POSITIVE,0.15,0.625,0.225,0.296,POSITIVE
Tweets,3669,Fire today destroyed a Toledo clothing business.  Crews had to demolish the structure at Lewis and Martin which... http://url_removed,-2.1,NEGATIVE,0.248,0.752,0.0,-0.6808,NEGATIVE
Tweets,3670,"Man drowns at Morenci, Mich. campground: There are new details surrounding a drowning at a Morenci campground. T... http://url_removed",-1.45,NEGATIVE,0.151,0.849,0.0,-0.4939,NEGATIVE
Tweets,3671,"@anonymous  Na I would rather be the nurse behind them. Or a shrink, my ex said I was good at mind games! Lmao! ~marisa",1.4,POSITIVE,0.0,0.749,0.251,0.8118,POSITIVE
Tweets,3672,"@anonymous fkcjvfujkmxffcndfcjkx,fdmsklfxd full length??? i wiLL DIE",-1.75,NEGATIVE,0.463,0.537,0.0,-0.733,NEGATIVE
Tweets,3673,Good morning Twitterverse! I was having a great hair day until I walked outside!,0.5,POSITIVE,0.0,0.613,0.387,0.8217,POSITIVE
Tweets,3674,@anonymous It really is! So clean. The one we love in Luling is so huge.,2.2,POSITIVE,0.0,0.515,0.485,0.9063,POSITIVE
Tweets,3675,@anonymous Well I'll be watching Dexter and The Walking Dead next month but I will still be missing it,-0.35,NEUTRAL,0.237,0.696,0.067,-0.5994,NEGATIVE
Tweets,3676,@anonymous I spent the better part of my teen years finding them all haha,1.05,POSITIVE,0.0,0.67,0.33,0.7096,POSITIVE
Tweets,3677,@anonymous I got Ritmo and Peperino and about to buy a Bellina at Hastings ;),1.1,POSITIVE,0.0,0.881,0.119,0.2263,POSITIVE
Tweets,3678,"@anonymous Lol mine have chickens, a donkey, horses and cows. But I live in small town Texas. Still gross and annoying!",-1.05,NEGATIVE,0.287,0.645,0.068,-0.7959,NEGATIVE
Tweets,3679,"No offense, but boy I really get uncomfortable dealing with selling internationally :( I'm so paranoid of problems.",-1.85,NEGATIVE,0.503,0.449,0.047,-0.9347,NEGATIVE
Tweets,3680,okay i did that homestuck voice search meme...for dave i got gays and for jade i got matt damon am i doing it wrong or am i doing it right,-0.1,NEUTRAL,0.094,0.848,0.058,-0.296,NEGATIVE
Tweets,3681,Rob and Julia join us to talk about their great monthly event! Where else can you read your writing while drinking... http://url_removed,1.4,POSITIVE,0.123,0.651,0.226,0.4574,POSITIVE
Tweets,3682,Is enjoying the ride :D,2.0,POSITIVE,0.0,0.288,0.712,0.8143,POSITIVE
Tweets,3683,"Drunk Priest's ""Sermon"" http://url_removed",-0.1,NEUTRAL,0.444,0.556,0.0,-0.34,NEGATIVE
Tweets,3684,Steve Krakow and Scott Wilikson join the show. We talk about a couple great blues artists you should know. Here is... http://url_removed,0.75,POSITIVE,0.0,0.76,0.24,0.743,POSITIVE
Tweets,3685,is talking about the perfect beer pour with the 2010 Stella Artois world draught master - Chris Meyers.,0.95,POSITIVE,0.0,0.821,0.179,0.5719,POSITIVE
Tweets,3686,"yeah -- recapping this week's Drunks in the News ""winner""! thanks to John from Iowa for the story!! http://url_removed",1.45,POSITIVE,0.0,0.621,0.379,0.8682,POSITIVE
Tweets,3687,@anonymous ha ha -- that's right!,1.8,POSITIVE,0.0,0.44,0.56,0.6239,POSITIVE
Tweets,3688,@anonymous are you a Kenan fan? he gets alot of flack. we think he's HILARIOUS.,2.15,POSITIVE,0.0,0.694,0.306,0.694,POSITIVE
Tweets,3689,O's: Guthrie on Guthrie - School of Roch: Guthrie expresses some frustration about his outing in his victory ove... http://url_removed,-0.65,NEGATIVE,0.14,0.86,0.0,-0.4767,NEGATIVE
Tweets,3690,You may feel safe while you're on familiar ground at work or a... More for Leo http://url_removed,0.7,POSITIVE,0.0,0.847,0.153,0.4404,POSITIVE
Tweets,3691,@anonymous nursing a hangover so that I can do it all over again tonight O_O,-0.35,NEUTRAL,0.138,0.862,0.0,-0.3034,NEGATIVE
Tweets,3692,More reasons to hate on Ides of March: http://url_removed,-1.5,NEGATIVE,0.331,0.669,0.0,-0.6077,NEGATIVE
Tweets,3693,The weekend just flew by :-( I need one more day.,-1.85,NEGATIVE,0.2,0.8,0.0,-0.3612,NEGATIVE
Tweets,3694,.@anonymous gets a response from Apple on Siri's inability to find abortion clinics: http://url_removed,-0.3,NEUTRAL,0.172,0.828,0.0,-0.4019,NEGATIVE
Tweets,3695,"RT @anonymous I don't wanna be loved, I don't wanna be loved. I just want a quick fix.#np&lt;~ #hoeshit",-0.85,NEGATIVE,0.267,0.678,0.055,-0.7177,NEGATIVE
Tweets,3696,Pause!! RT @anonymous I'm way too anal smh things MUST be a certain way,-1.35,NEGATIVE,0.17,0.707,0.124,-0.1984,NEGATIVE
Tweets,3697,@anonymous Lmao!! I never saw u cook a day in ur life.,0.6,POSITIVE,0.0,0.71,0.29,0.6688,POSITIVE
Tweets,3698,@anonymous Glad to hear it!,1.65,POSITIVE,0.0,0.549,0.451,0.5093,POSITIVE
Tweets,3699,"Oh hey, happy birthday, @anonymous I hope it's a good one.",2.1,POSITIVE,0.0,0.457,0.543,0.8591,POSITIVE
Tweets,3700,@anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous Cheers Scott! :-D,2.0,POSITIVE,0.0,0.548,0.452,0.8139,POSITIVE
Tweets,3701,"@anonymous Sure! Is there a site or email I can use? I'm at work right now, so I can't be on Twitter all morning... X3",0.5,POSITIVE,0.0,0.903,0.097,0.3802,POSITIVE
Tweets,3702,"Seriously, white people, you are not that awesome: http://url_removed",-1.85,NEGATIVE,0.416,0.584,0.0,-0.6116,NEGATIVE
Tweets,3703,@anonymous @anonymous Sounds like some really bad italian soap-opera or something...,-1.5,NEGATIVE,0.248,0.589,0.163,-0.3167,NEGATIVE
Tweets,3704,@anonymous Ha! I wish! Although I don't like Death Note -that- much...,0.1,NEUTRAL,0.12,0.513,0.367,0.6508,POSITIVE
Tweets,3705,"I don't play #sc2, but DAYUM the finals were awesome! Congratulations to IMMVP!",2.65,POSITIVE,0.066,0.433,0.501,0.9196,POSITIVE
Tweets,3706,@anonymous I am! Woo!,2.3,POSITIVE,0.0,0.449,0.551,0.5696,POSITIVE
Tweets,3707,"@anonymous My mind knows this, but my heart wants to see them punished.",-1.45,NEGATIVE,0.192,0.529,0.279,0.4215,POSITIVE
Tweets,3708,You ever get too tired to eat? Like how lifting a fork/spoon is just too much effort?,-1.05,NEGATIVE,0.157,0.723,0.12,-0.1926,NEGATIVE
Tweets,3709,@anonymous Thanks luv :D,2.1,POSITIVE,0.0,0.224,0.776,0.7865,POSITIVE
Tweets,3710,"I'll still work hard on my back commissions and comics, so don't worry! I actually like having ""order"" in my life again. I start Friday! ^_^",1.7,POSITIVE,0.046,0.762,0.191,0.6562,POSITIVE
Tweets,3711,I love how Angel keeps forgetting he's a vampire. #angelonnetflix,1.4,POSITIVE,0.0,0.682,0.318,0.6369,POSITIVE
Tweets,3712,@anonymous ....Yes. Yes you may.,0.55,POSITIVE,0.0,0.357,0.643,0.6597,POSITIVE
Tweets,3713,@anonymous Just ignore it.,-0.7,NEGATIVE,0.455,0.545,0.0,-0.3612,NEGATIVE
Tweets,3714,CA Gov. Jerry Brown sues to end the state's affirmative action ban: http://url_removed,-0.3,NEUTRAL,0.231,0.769,0.0,-0.5574,NEGATIVE
Tweets,3715,"@anonymous Yeah, fair enough.",0.35,NEUTRAL,0.0,0.308,0.692,0.5423,POSITIVE
Tweets,3716,Heading to the Supreme Court for a tour #nerd,0.7,POSITIVE,0.172,0.547,0.281,0.34,POSITIVE
Tweets,3717,I favorited a YouTube video -- Think Different http://url_removed,0.75,POSITIVE,0.0,0.748,0.252,0.4019,POSITIVE
Tweets,3718,Just listed! Really happy with that first photo http://url_removed  :)  #Etsy,1.95,POSITIVE,0.0,0.553,0.447,0.8066,POSITIVE
Tweets,3719,I favorited a YouTube video -- El Ultimo de la Fila - Insurreccion http://url_removed,1.0,POSITIVE,0.0,0.828,0.172,0.4019,POSITIVE
Tweets,3720,"New today - Very luxurious Alpaca, Wool and Silk blend handknit scarf with handspun yarn ~  Super soft... http://url_removed",1.25,POSITIVE,0.0,0.822,0.178,0.5994,POSITIVE
Tweets,3721,New today - Lovely teal bowl with a bit of shimmer - Made with my own handspun yarn... http://url_removed,1.5,POSITIVE,0.0,0.826,0.174,0.5859,POSITIVE
Tweets,3722,Felted Wool Bowl - Autumn Delight http://url_removed,0.3,NEUTRAL,0.0,0.606,0.394,0.5994,POSITIVE
Tweets,3723,@anonymous ENJOY!!!,2.1,POSITIVE,0.0,0.172,0.828,0.7012,POSITIVE
Tweets,3724,@anonymous Hi Allie!  Love your work!  http://url_removed,2.65,POSITIVE,0.0,0.556,0.444,0.6988,POSITIVE
Tweets,3725,Good Morning ~  8 more work days till vacation and won't go back till 1/4/2010!,1.55,POSITIVE,0.0,0.814,0.186,0.4926,POSITIVE
Tweets,3726,I make some really good turkey soup today... if I don't say so myself!,2.25,POSITIVE,0.0,0.789,0.211,0.54,POSITIVE
Tweets,3727,Not hating; just confused. RT @anonymous Don't hate. RT @anonymous WTF duck bacon?!?,-1.15,NEGATIVE,0.207,0.412,0.381,0.4178,POSITIVE
Tweets,3728,thanks @anonymous I use a Nikon D7000,0.9,POSITIVE,0.0,0.674,0.326,0.4404,POSITIVE
Tweets,3729,"If you're anywhere within 2 hrs of Lodz, Poland catch CunninLynguists, Dilated Peoples, EPMD and Atmosphere @anonymous Hip Hop Arena Festival",0.7,POSITIVE,0.0,0.862,0.138,0.4939,POSITIVE
Tweets,3730,@anonymous mannn... I already know I'd fail if given that task.  It wouldn't be any good for the home team.  She'd be looking madd eccentric,-1.05,NEGATIVE,0.204,0.796,0.0,-0.7101,NEGATIVE
Tweets,3731,I once killed a process just to watch it die.,-1.25,NEGATIVE,0.512,0.488,0.0,-0.8555,NEGATIVE
Tweets,3732,@anonymous You're in Fremont. No excuse not to say hi. :),1.1,POSITIVE,0.092,0.681,0.227,0.4172,POSITIVE
Tweets,3733,@anonymous @anonymous @anonymous Second worst terrorist attack in American history was led by a Christian: Timothy McVeigh.,-2.1,NEGATIVE,0.459,0.541,0.0,-0.9169,NEGATIVE
Tweets,3734,"A hunter-gatherer has a primal urge to eat well, live long  http://url_removed",0.35,NEUTRAL,0.0,0.84,0.16,0.2732,POSITIVE
Tweets,3735,@anonymous @anonymous family and little ones always makes for a blessed season,1.65,POSITIVE,0.0,0.738,0.262,0.5994,POSITIVE
Tweets,3736,review and giveaway yoplait do the swap #win a free coupon in this #giveaway and prize pack that will help you stay fit http://url_removed,0.5,POSITIVE,0.0,0.549,0.451,0.9393,POSITIVE
Tweets,3737,Enter to #win a gourmet gift basket @anonymous #giveaway http://url_removed,0.4,NEUTRAL,0.0,0.544,0.456,0.7717,POSITIVE
Tweets,3738,Easy Banana Muffins http://url_removed,0.3,NEUTRAL,0.0,0.508,0.492,0.4404,POSITIVE
Tweets,3739,#Win $25 Amazon Gift Card from @anonymous @anonymous Open Worldwide #giveaway  http://url_removed,0.7,POSITIVE,0.0,0.517,0.483,0.8126,POSITIVE
Tweets,3740,this is great giveaway sponsored by a very cute etsy shop http://url_removed,1.7,POSITIVE,0.0,0.575,0.425,0.8122,POSITIVE
Tweets,3741,true royalty clothing giveaway http://url_removed,0.4,NEUTRAL,0.0,0.588,0.412,0.4215,POSITIVE
Tweets,3742,RT @anonymous Think of adding Peanut Butter when Baking Jif Gift Basket Giveaway http://url_removed,0.3,NEUTRAL,0.0,0.818,0.182,0.4404,POSITIVE
Tweets,3743,My god Deandre jordan,0.05,NEUTRAL,0.0,0.588,0.412,0.2732,POSITIVE
Tweets,3744,Beautiful pass by VY. I need him to do some work. He my fantasy qb lol,2.25,POSITIVE,0.0,0.676,0.324,0.7717,POSITIVE
Tweets,3745,Love that it gets dark so early.,1.75,POSITIVE,0.0,0.588,0.412,0.6369,POSITIVE
Tweets,3746,Wow Marty B made a huge play,1.4,POSITIVE,0.0,0.32,0.68,0.8176,POSITIVE
Tweets,3747,My man @anonymous is ready to GO OFF if Broncos D holds here,0.3,NEUTRAL,0.0,0.828,0.172,0.3612,POSITIVE
Tweets,3748,@anonymous leafs gotta bring kadri up. This is one time they can give him proper minutes and chance on 2nd line rather than playin 3rd line,0.55,POSITIVE,0.0,0.926,0.074,0.25,POSITIVE
Tweets,3749,"If it was anyone but Lucic that hit Miller I am sure the Sabres would have dropped gloves and started swinging, but with Lucic no way lol",0.65,POSITIVE,0.177,0.733,0.09,-0.4306,NEGATIVE
Tweets,3750,@anonymous yea and amazing race is cool too,1.55,POSITIVE,0.0,0.496,0.504,0.7269,POSITIVE
Tweets,3751,I made the beat retarded so I call it a slow jam - @anonymous,-0.2,NEUTRAL,0.222,0.778,0.0,-0.5719,NEGATIVE
Tweets,3752,@anonymous nah asking me if I want 1s for tips is just being dumb.,-1.4,NEGATIVE,0.276,0.647,0.076,-0.5267,NEGATIVE
Tweets,3753,@anonymous I love positive reinforcement for my vulgar disrespectful behavior.,0.75,POSITIVE,0.0,0.506,0.494,0.8316,POSITIVE
Tweets,3754,HECK YES BANK ACCOUNT THAT'S WHAT I'M TALKIN' ABOUT!,2.8,POSITIVE,0.0,0.728,0.272,0.4574,POSITIVE
Tweets,3755,@anonymous ^_^ is it growing on you? And how did they take it at work?,1.05,POSITIVE,0.0,0.872,0.128,0.264,POSITIVE
Tweets,3756,Hungry but it's bed time... that sucks always because sleep is hard and you don't wanna go all the way downstairs.,-1.45,NEGATIVE,0.203,0.797,0.0,-0.5927,NEGATIVE
Tweets,3757,Took 2 practice G1 tests and got over 80%... I may be ready! But not road ready yet!!,1.5,POSITIVE,0.119,0.671,0.21,0.2564,POSITIVE
Tweets,3758,Can't wait to add blue to my hair - will probably happen next week or the week after! Oh man! I hope this job works outttt!!!,1.8,POSITIVE,0.0,0.86,0.14,0.6209,POSITIVE
Tweets,3759,hey @anonymous please write a new comic because I am REALLY SICK OF LOOKING AT NATHAN'S PENIS. Thank you.,-1.7,NEGATIVE,0.196,0.619,0.186,-0.3091,NEGATIVE
Tweets,3760,@anonymous so much rage! My friend isn't around to tell me what I can and can't delete! This isn't his main computer anymore but!!!!,-2.35,NEGATIVE,0.13,0.794,0.076,-0.3627,NEGATIVE
Tweets,3761,@anonymous welcome to my world ..,0.2,NEUTRAL,0.0,0.625,0.375,0.4588,POSITIVE
Tweets,3762,@anonymous aw u just made me giggle and sniffle did u know that I'm a spiritess?,1.6,POSITIVE,0.0,0.843,0.157,0.4215,POSITIVE
Tweets,3763,"I saw The Help - As a film adaptation of a book, it was good. All alterations made complete sense in the... http://url_removed",1.6,POSITIVE,0.0,0.789,0.211,0.6808,POSITIVE
Tweets,3764,Trickle down economics do not work! We need to go back to Keynesian economics. It's what got us out of the depression.,-1.15,NEGATIVE,0.16,0.84,0.0,-0.6114,NEGATIVE
Tweets,3765,RT @anonymous @anonymous u are on pt with ur #drunkthoughts tonight.... (I agree) lol hillariously true!! http://url_removed,1.75,POSITIVE,0.0,0.617,0.383,0.8264,POSITIVE
Tweets,3766,@anonymous dm me that email addy again but iur gonna be surprised,0.6,POSITIVE,0.0,0.824,0.176,0.3291,POSITIVE
Tweets,3767,Remember to let her into ur heart then u can start to make it better,1.2,POSITIVE,0.0,0.647,0.353,0.7964,POSITIVE
Tweets,3768,RT @anonymous #uselesstweets at the doctor.- unless its u and ur sick and can't spin @anonymous club and then everyone is screwed then its intel,-1.25,NEGATIVE,0.22,0.78,0.0,-0.7579,NEGATIVE
Tweets,3769,RT @anonymous Faith makes all things possible.... And loving something it makes doing it easier. - I really needed that just now thank u,2.1,POSITIVE,0.0,0.625,0.375,0.9001,POSITIVE
Tweets,3770,Can't wait for Brendon's excuses. Such a sore fucking loser. Remember when JJ hosted that POV last year and he almost beamed Jordan? #BB13,-2.45,NEGATIVE,0.207,0.702,0.091,-0.5362,NEGATIVE
Tweets,3771,RT @anonymous Wow. Just ate a pussy. That tasted like butterscotch. Did not think it was possible. But indeed. Again ... http://url_removed,1.25,POSITIVE,0.0,0.828,0.172,0.4854,POSITIVE
Tweets,3772,"@anonymous that's insane. What would be there plan in case of an emergency? Like a fire,weather, etc.",-1.55,NEGATIVE,0.243,0.642,0.115,-0.4215,NEGATIVE
Tweets,3773,"Little Latin Boy In Drag, why are you crying?",-0.9,NEGATIVE,0.417,0.583,0.0,-0.6124,NEGATIVE
Tweets,3774,Take a pic RT @anonymous Replacement picture shining bright.,0.7,POSITIVE,0.0,0.734,0.266,0.4404,POSITIVE
Tweets,3775,Me too! RT @anonymous @anonymous I fucking hope to god MAX MOON comes ASAP!!!!,1.5,POSITIVE,0.0,0.641,0.359,0.7734,POSITIVE
Tweets,3776,Versace for H&amp;M can kiss my ass. $200 for some rhinestones? No,-2.65,NEGATIVE,0.326,0.514,0.16,-0.4404,NEGATIVE
Tweets,3777,@anonymous 70 freaking degrees!?? She's a whore,-2.1,NEGATIVE,0.608,0.392,0.0,-0.8295,NEGATIVE
Tweets,3778,Tonight would be perfect if the weather stayed Just. Like. This,1.65,POSITIVE,0.0,0.592,0.408,0.7351,POSITIVE
Tweets,3779,"@anonymous oh, Future Baby Daddy number 1? He was sexy sexy",1.9,POSITIVE,0.0,0.497,0.503,0.7964,POSITIVE
Tweets,3780,"@anonymous yea man, sometimes u gotta let the girls breathe lol",0.95,POSITIVE,0.0,0.781,0.219,0.4215,POSITIVE
Tweets,3781,Oh shit. It's almost 10. I need to lie down.,-1.2,NEGATIVE,0.286,0.714,0.0,-0.5574,NEGATIVE
Tweets,3782,Lmao at that Rihanna &amp; Sandra Rose twitter argument....HA!,0.45,NEUTRAL,0.0,0.656,0.344,0.636,POSITIVE
Tweets,3783,The Complete Oral History of iParty Down/i Movies + TV: Details.com - If you really like Party Down you... http://url_removed,0.45,NEUTRAL,0.0,0.757,0.243,0.6976,POSITIVE
Tweets,3784,The Razor &amp; i are at the mall...people looking at us weird. Hoes,-1.7,NEGATIVE,0.124,0.876,0.0,-0.1779,NEGATIVE
Tweets,3785,"@anonymous So proud of my homey @anonymous and his new song 180"" makin it on the countdown today #dannon"" Dannon!",2.4,POSITIVE,0.0,0.838,0.162,0.5697,POSITIVE
Tweets,3786,Alaska airlines playing Drake through the speakers on the plane haha what in the heyll...Young Money!,0.8,POSITIVE,0.0,0.733,0.267,0.6239,POSITIVE
Tweets,3787,#nowplaying - little kids screaming outside my apt since 10am #wheresmybbgun #controlyourchildren,-2.0,NEGATIVE,0.174,0.826,0.0,-0.323,NEGATIVE
Tweets,3788,"Geeze Banana! Shut your freaking gob, okay?",-1.95,NEGATIVE,0.309,0.5,0.19,-0.2942,NEGATIVE
Tweets,3789,@anonymous bhat khayau ??? ;) @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous,0.5,POSITIVE,0.0,0.842,0.158,0.3485,POSITIVE
Tweets,3790,google voice type is amazing... good night world....,2.4,POSITIVE,0.0,0.472,0.528,0.7717,POSITIVE
Tweets,3791,@anonymous namak haram.. :) :D :D,2.0,POSITIVE,0.0,0.213,0.787,0.9015,POSITIVE
Tweets,3792,@anonymous last time vacation jada gako thiya.. dating ma nai setting gardai thiya.. :D btw how will they know it dating or not? @anonymous,1.05,POSITIVE,0.0,0.851,0.149,0.6166,POSITIVE
Tweets,3793,"@anonymous I know. The day I got my offer, they fired one of the Jr admins. The other one, a week after I put my notice put his.",-1.0,NEGATIVE,0.118,0.882,0.0,-0.5574,NEGATIVE
Tweets,3794,if you're interested in parkour or free running the Michigan Parkour Assc jam is today at 5 at the mega gym in novi. It's free today only,0.85,POSITIVE,0.0,0.721,0.279,0.8519,POSITIVE
