sentence_id,review_id,text,primary_intent,intent_count,intent_complaint,intent_return_refund,intent_support_contact,intent_shipping,intent_product_quality,intent_price_value,intent_recommendation,intent_neutral_inquiry,escalation_risk,human_score,human_label,vader_neg,vader_neu,vader_pos,vader_compound,vader_label
115_10,115,"sure, i adjusted the film speed to 400.  the grain was terrible.",complaint,1,1,0,0,0,0,0,0,0,0,-1.8,NEGATIVE,0.201,0.649,0.149,-0.2023,NEGATIVE
115_11,115,next time i set it at 100 and used the flash.,other,0,0,0,0,0,0,0,0,0,0,0.05,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
115_12,115,"well flash photos are never great, and there was still a lot of noise.",other,0,0,0,0,0,0,0,0,0,0,-1.6,NEGATIVE,0.189,0.69,0.121,-0.2946,NEGATIVE
115_13,115,"when i took outdoor photos with plenty of light and the objects weren't moving, the photos were awesome.",other,0,0,0,0,0,0,0,0,0,0,2.1,POSITIVE,0.0,0.806,0.194,0.6249,POSITIVE
115_14,115,the camera was a marvel.,other,0,0,0,0,0,0,0,0,0,0,3.0,POSITIVE,0.0,0.588,0.412,0.4215,POSITIVE
115_15,115,getting the printer to help output them was another tale.,other,0,0,0,0,0,0,0,0,0,0,-0.95,NEGATIVE,0.0,0.769,0.231,0.4019,POSITIVE
115_16,115,overall i think that you need to consider what you wan't to do.,other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
115_17,115,"for simple point and shoot photography, consider a cheaper digital.",product_quality,2,0,0,0,0,1,1,0,0,0,-0.9,NEGATIVE,0.211,0.789,0.0,-0.34,NEGATIVE
115_18,115,you don't need the extra resolution or the cost.,price_value,1,0,0,0,0,0,1,0,0,0,-0.5,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
115_19,115,then again a one time use camera may do just as well.,other,0,0,0,0,0,0,0,0,0,0,-0.35,NEUTRAL,0.0,0.84,0.16,0.2732,POSITIVE
115_20,115,"if you shoot in lots of light and desire high quality, this will be your camera.",product_quality,1,0,0,0,0,1,0,0,0,0,2.05,POSITIVE,0.126,0.733,0.141,0.0772,POSITIVE
115_21,115,it is versatile and seems to be one of the best.,other,0,0,0,0,0,0,0,0,0,0,2.75,POSITIVE,0.0,0.704,0.296,0.6369,POSITIVE
115_22,115,"me, i am going with a leica minilux (the g3 was replacing mine which was stolen).",other,0,0,0,0,0,0,0,0,0,0,-0.05,NEUTRAL,0.176,0.824,0.0,-0.4939,NEGATIVE
115_23,115,sure.,other,0,0,0,0,0,0,0,0,0,0,0.05,NEUTRAL,0.0,0.0,1.0,0.3182,POSITIVE
115_24,115,"it is less versatile, but i am never disappointed with the output.",complaint,1,1,0,0,0,0,0,0,0,0,1.0,POSITIVE,0.0,0.768,0.232,0.5157,POSITIVE
116_1,116,"within its limitations i am a long-time user of highly responsive film slrs and professional quality external flash equipment, just so you know my bias.",support_contact,3,0,0,1,0,1,0,0,1,0,0.1,NEUTRAL,0.051,0.846,0.103,0.3384,POSITIVE
116_2,116,"i have been watching the development of digicams for years, waiting to make my first move.",other,0,0,0,0,0,0,0,0,0,0,0.1,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
116_3,116,"what i really want is a $ 1,500 digital slr with a full frame sensor that will take my nikon lenses.",other,0,0,0,0,0,0,0,0,0,0,0.2,NEUTRAL,0.0,0.926,0.074,0.1513,POSITIVE
116_4,116,"i figure that is at least three years off, and i am getting impatient.",other,0,0,0,0,0,0,0,0,0,0,-1.15,NEGATIVE,0.145,0.855,0.0,-0.296,NEGATIVE
116_5,116,hence i decided to spring for a point-and-shoot digicam that that would have features that would let me get around their inherent limitations.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,-0.1,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
116_6,116,"i chose the g3 because of its reputation for very high quality, clean images.",product_quality,1,0,0,0,0,1,0,0,0,0,2.2,POSITIVE,0.0,0.814,0.186,0.4522,POSITIVE
116_7,116,"the two limitations i knew i would have to deal with are the very long lag time before it focus-locks (even in bright light), and the unsatisfactory light quality of the built-in flash.",product_quality,2,0,0,0,0,1,1,0,0,0,-1.65,NEGATIVE,0.073,0.847,0.079,0.0571,POSITIVE
116_8,116,"as of this writing, technology has not solved the focus-lock lag time problem for point-and-shoot digicams and anyone who is satisfied with it simply has never used a modern film slr.",complaint,1,1,0,0,0,0,0,0,0,0,-1.05,NEGATIVE,0.188,0.735,0.076,-0.4791,NEGATIVE
116_9,116,"at least once youve got focus lock, the shutter release lag time for the g3 is about 1/10 of a second, which from what ive read, is better than just about anything else available.",other,0,0,0,0,0,0,0,0,0,0,2.05,POSITIVE,0.064,0.858,0.078,0.128,POSITIVE
116_10,116,what makes the focus-lock lag time something i can live with is the extreme depth of field obtainable with these point and shoot digicams at f8.,other,0,0,0,0,0,0,0,0,0,0,1.2,POSITIVE,0.167,0.833,0.0,-0.5859,NEGATIVE
116_11,116,"once i get focus lock, i can then wait until my restless subject (a pet or a child) strikes an amusing pose and then fire the shutter with some reasonable probability of getting my subject still in focus.",other,0,0,0,0,0,0,0,0,0,0,1.05,POSITIVE,0.161,0.78,0.06,-0.5267,NEGATIVE
116_12,116,now what about the flash problem?,complaint,1,1,0,0,0,0,0,0,0,0,-1.05,NEGATIVE,0.351,0.649,0.0,-0.4019,NEGATIVE
116_13,116,"relative to what i can easily achieve with external flash on my nikon slr, the internal flash on the g3 produces harsh, flat images with ugly hot spots.",other,0,0,0,0,0,0,0,0,0,0,-2.2,NEGATIVE,0.185,0.744,0.071,-0.5859,NEGATIVE
116_14,116,"fortunately, the g3 has a hot shoe that can take an external flash, and fortunately for me, i already owned a one of the highest quality external flashes that money can buy: the metz 60 ct-4.",product_quality,3,0,0,0,0,1,1,1,0,0,1.3,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
116_15,116,"i cant use my nikon external flash on a canon camera, but i can use my metz, with the proper metz module and extension cord connected between the g3 and the 60 ct-4.",other,0,0,0,0,0,0,0,0,0,0,-0.3,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
116_16,116,"for those who have this metz flash (or the 45cl-3) and would like to get the absolute ultimate quality out of this g3, the metz module you need is the sca 3102 and the connector cord is the sca 3000c.",product_quality,1,0,0,0,0,1,0,0,0,0,0.15,NEUTRAL,0.0,0.94,0.06,0.3612,POSITIVE
116_17,116,"in order for this to work, you have to set the camera to manual mode and set the shutter speed and f-stop yourself.",shipping,1,0,0,0,1,0,0,0,0,0,-0.4,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
116_18,116,"contrary to what ive read elsewhere, the g3 does sync at 1/250 of a second with third-party flashes, just as it does with the dedicated flashes from canon.",other,0,0,0,0,0,0,0,0,0,0,1.2,POSITIVE,0.0,0.9,0.1,0.4588,POSITIVE
116_19,116,"you also have to set the g3 to second shutter sync, which is what youd want to do most of the time anyhow.",other,0,0,0,0,0,0,0,0,0,0,0.35,NEUTRAL,0.0,0.944,0.056,0.0772,POSITIVE
116_20,116,"then just forget about all the controls you have on the metz flash head itself and the sca 3102 control panel, because they are all ignored.",other,0,0,0,0,0,0,0,0,0,1,-1.1,NEGATIVE,0.149,0.851,0.0,-0.4939,NEGATIVE
116_21,116,"the g3 completely takes over controlling the duration of the metz flash, and most of the time, the exposure is spot on and when it isnt, its because youve exceeded the range of the metz flash itself.",other,0,0,0,0,0,0,0,0,0,0,1.0,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
116_22,116,"this might happen if you get too close to the subject and you are not bounce-flashing, or if you are bounce flashing and the walls are simply too far away.",other,0,0,0,0,0,0,0,0,0,0,-0.8,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
116_23,116,"unfortunately, the neutral density filters for the metz flash are no longer available, so the first problem cant easily be solved.",complaint,1,1,0,0,0,0,0,0,0,0,-1.4,NEGATIVE,0.416,0.584,0.0,-0.856,NEGATIVE
116_24,116,the second problem is solved by more direct lighting from the metz (with the attendant shadows unfortunately).,complaint,1,1,0,0,0,0,0,0,0,0,-0.4,NEUTRAL,0.241,0.66,0.099,-0.4588,NEGATIVE
116_25,116,"but once youve got your exposure within an acceptable range, the g3 is shown to produce utterly stunning images that i can hardly get with my nikon f100 film camera.",other,0,0,0,0,0,0,0,0,0,0,2.75,POSITIVE,0.0,0.805,0.195,0.7776,POSITIVE
116_26,116,"the 60 ct-4 flash head can actually be reversed 180 degrees and then tilted, enabling you to bounce the flash off the walls behind you.",other,0,0,0,0,0,0,0,0,0,0,1.1,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
116_27,116,the results are shadow-free images that look as if theyve been exposed with the gentlest natural light you could imagine.,other,0,0,0,0,0,0,0,0,0,0,2.2,POSITIVE,0.055,0.72,0.225,0.6124,POSITIVE
116_28,116,"now there is one more complaint i have about the g3 and that is the software that comes with it for processing raw images (i only shoot in raw image mode and the first thing i did was replace the 32 mbyte cf with a 512 mbyte cf, which gives me 130 raw images, as opposed to 7!",return_refund,1,0,1,0,0,0,0,0,0,0,-1.35,NEGATIVE,0.085,0.915,0.0,-0.6352,NEGATIVE
116_29,116,"the canon software for raw images does not present you with a raw image at all, but the raw image after it has been processed by all the image-affecting settings in the camera.",other,0,0,0,0,0,0,0,0,0,0,-0.8,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
116_30,116,i believe this is enabled by a second file that comes out of the camera that stores all this information.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,0.2,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
116_31,116,"maybe if you delete those files before you looked at them with the software, youd see the true, raw image that the camera actually produces.",other,0,0,0,0,0,0,0,0,0,0,0.3,NEUTRAL,0.0,0.896,0.104,0.4215,POSITIVE
116_32,116,i didnt wait to experiment.,other,0,0,0,0,0,0,0,0,0,0,-0.1,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
116_33,116,"instead, i bought the adobe photoshop camera raw plug-in.",other,0,0,0,0,0,0,0,0,0,0,0.1,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
116_34,116,what this plug-in reveals is the truly stunning quality of the raw g3 hardware.,product_quality,1,0,0,0,0,1,0,0,0,0,2.65,POSITIVE,0.0,0.686,0.314,0.6705,POSITIVE
116_35,116,"without any tweaking at all, if the exposure is accurate, the colors are as realistic as ive ever seen produced by film, and this is a raw image!",other,0,0,0,0,0,0,0,0,0,0,2.6,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
116_36,116,the adobe camera raw plug-in shows once again that hardware is miles ahead of software.,other,0,0,0,0,0,0,0,0,0,0,0.65,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
116_37,116,what the g3 raw image software gives you is a fantasy world designed to please the uncritical.,other,0,0,0,0,0,0,0,0,0,0,0.7,POSITIVE,0.0,0.874,0.126,0.3182,POSITIVE
116_38,116,"what the photoshop plug-in gives you is reality, and then if you want fantasy, you can use photoshop to create it.",other,0,0,0,0,0,0,0,0,0,0,0.95,POSITIVE,0.0,0.848,0.152,0.34,POSITIVE
116_39,116,but at least youre starting with the most photorealistic images ive ever seen from a camera.,other,0,0,0,0,0,0,0,0,0,0,2.15,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
116_40,116,"i am stunned and amazed at the quality of the raw images i am getting from this g3 (in conjunction with my professional flash system), and can easily put up with the cameras limitations, because ive never seen anything better within its resolution limits.",product_quality,1,0,0,0,0,1,0,0,0,0,2.95,POSITIVE,0.077,0.81,0.113,0.4203,POSITIVE
117_1,117,"knock your socks off great i've had this for 3 months now, and i am pleased with my decision.",other,0,0,0,0,0,0,0,0,0,0,3.1,POSITIVE,0.0,0.708,0.292,0.7906,POSITIVE
117_2,117,this is the perfect camera for a photo hobbiest who wants to have easy point and shoot ability as well.,other,0,0,0,0,0,0,0,0,0,0,2.45,POSITIVE,0.085,0.528,0.387,0.8225,POSITIVE
117_3,117,my girlfriend loved using this camera so much as a point and shoot that i had to pry it out of her hands most of the time.,other,0,0,0,0,0,0,0,0,0,0,3.05,POSITIVE,0.077,0.799,0.125,0.3612,POSITIVE
117_4,117,"battery life, the drawback to most digital cameras, to quote k. reeves.",other,0,0,0,0,0,0,0,0,0,0,-1.45,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
117_5,117,whoa.,other,0,0,0,0,0,0,0,0,0,0,1.3,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
117_6,117,"manual functionality is excellent, downloading pictures is quick and a breeze, and the quality is astounding.",shipping,3,0,0,0,1,1,0,0,1,0,3.2,POSITIVE,0.0,0.683,0.317,0.7579,POSITIVE
117_7,117,"i did a good month's worth of research before buying this over other similar priced digital cameras, and this is the best buy for the buck.",price_value,2,0,0,0,0,0,1,1,0,0,2.55,POSITIVE,0.0,0.719,0.281,0.8402,POSITIVE
117_8,117,"not perfect (yes, the viewfinder can get obstructed in instances.but the lcd works well enough in those instances), not the cheapest 4.0 mp, but the best 4.0 mp.",product_quality,2,0,0,0,0,1,1,0,0,0,1.3,POSITIVE,0.104,0.686,0.21,0.6929,POSITIVE
117_9,117,"if you don't believe me on that, check the consumer reports review as well as the many digital camera review sites out there.",other,0,0,0,0,0,0,0,0,0,1,-0.2,NEUTRAL,0.0,0.913,0.087,0.2732,POSITIVE
117_10,117,"or save time and just do it, you won't regret it.",other,0,0,0,0,0,0,0,0,0,0,1.15,POSITIVE,0.0,0.619,0.381,0.6738,POSITIVE
118_1,118,"great digital camera after reading the very positive review of this camera in a leading consumer magazine, i decided to head here, to amazon, to read through the online reviews.",other,0,0,0,0,0,0,0,0,0,0,2.4,POSITIVE,0.0,0.736,0.264,0.8655,POSITIVE
118_2,118,"the objections of the naysayers almost caused me to purchase a different camera, but, in the end, i figured i'd give the g3 a try.",recommendation,1,0,0,0,0,0,0,1,0,0,0.45,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
118_3,118,i'm very glad i did.,other,0,0,0,0,0,0,0,0,0,0,2.15,POSITIVE,0.0,0.548,0.452,0.5095,POSITIVE
118_4,118,the service from the supplier was exceptional.,other,0,0,0,0,0,0,0,0,0,0,2.65,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
118_5,118,the camera arrived on time and in perfect condition.,shipping,1,0,0,0,1,0,0,0,0,0,2.65,POSITIVE,0.0,0.684,0.316,0.5719,POSITIVE
118_6,118,"having used it for more than a month, i can say that it consistently produces topnotch photos.",other,0,0,0,0,0,0,0,0,0,0,2.7,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
118_7,118,"recently, i attended a "" flyball "" competition  -- an event that involves dogs running and jumping hurdles.",other,0,0,0,0,0,0,0,0,0,0,0.2,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
118_8,118,"by cocking the shutter to the halfway position and getting the settings ready to shoot, i was able to produce excellent stopaction photos -- contrary to what other reviewers experienced.",other,0,0,0,0,0,0,0,0,0,0,2.1,POSITIVE,0.067,0.758,0.174,0.5859,POSITIVE
118_9,118,"the camera is a dream to operate in automode, but also gives tremendous flexibility in aperture priority, shutter priority, and manual modes.",other,0,0,0,0,0,0,0,0,0,0,3.0,POSITIVE,0.0,0.799,0.201,0.6174,POSITIVE
118_10,118,in the coastal redwood forests i was able to use these additional features along with the macro-focussing option to shoot wonderful close-up photos of the trilliums and other flowers in bloom.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,2.45,POSITIVE,0.068,0.826,0.105,0.3182,POSITIVE
118_11,118,about the only legitimate criticsm from the online reviews is that fact that the lens really does obstruct the viewfinder.,other,0,0,0,0,0,0,0,0,0,0,-1.0,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
118_12,118,this effect is increased when one buys and uses a telephoto doubler.,recommendation,1,0,0,0,0,0,0,1,0,0,0.4,NEUTRAL,0.0,0.84,0.16,0.2732,POSITIVE
118_13,118,but who cares?,other,0,0,0,0,0,0,0,0,0,0,-0.2,NEUTRAL,0.0,0.333,0.667,0.6124,POSITIVE
118_14,118,i always shoot using the lcd panel.,other,0,0,0,0,0,0,0,0,0,0,0.4,NEUTRAL,0.286,0.714,0.0,-0.34,NEGATIVE
118_15,118,i can't write enough positive things about this great little camera!,other,0,0,0,0,0,0,0,0,0,0,3.0,POSITIVE,0.171,0.527,0.302,0.5012,POSITIVE
119_1,119,"canon never ceases to amaze being a great fan of the g2 i set out with g3 with a somewhat negative expectation, difficult as it is to improve drastically on something already as ' perfect ' as the powershot g2.",support_contact,1,0,0,1,0,0,0,0,0,0,2.75,POSITIVE,0.156,0.606,0.239,0.6712,POSITIVE
119_2,119,but canon never fails to amaze.,other,0,0,0,0,0,0,0,0,0,0,2.85,POSITIVE,0.35,0.371,0.278,-0.1967,NEGATIVE
119_3,119,some of the great gains over g2 --  1. the ability to selectively switch to raw format during record review gives you incredible more post-processing flexibility.,other,0,0,0,0,0,0,0,0,0,0,2.1,POSITIVE,0.0,0.652,0.348,0.8943,POSITIVE
119_4,119,"2. battery life is over 4.5 hours, compared to about 2.5 hours for the g2 or the 2 hours for most nikons.",other,0,0,0,0,0,0,0,0,0,0,1.6,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
119_5,119,3. the remote capture and fileviewer software bundled for photo capture is mind-blowing.,other,0,0,0,0,0,0,0,0,0,0,3.0,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
119_6,119,"looks sort of like picasa software (google it if you dont know) in the interface and is as easy to install and operate as g2's, but more intuitive.",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,1.75,POSITIVE,0.0,0.88,0.12,0.3723,POSITIVE
119_7,119,"4. the shape of this device is a little squarer, without losing the weight which means better balance and less shaking while clicking.",other,0,0,0,0,0,0,0,0,0,0,1.65,POSITIVE,0.054,0.763,0.184,0.5288,POSITIVE
119_8,119,a big plus in my book.,other,0,0,0,0,0,0,0,0,0,0,2.25,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
119_9,119,"5. the 1/200 sec, f5.6 + nd filter for highly exposed (or very brightly lit) environments.",other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.087,0.761,0.152,0.296,POSITIVE
119_10,119,the light auto-correction is awesome.,other,0,0,0,0,0,0,0,0,0,0,2.9,POSITIVE,0.0,0.494,0.506,0.6249,POSITIVE
119_11,119,you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right.,recommendation,1,0,0,0,0,0,0,1,0,0,1.5,POSITIVE,0.091,0.909,0.0,-0.296,NEGATIVE
119_12,119,"6. the g2's "" color effect "" exposure mode has now been removed, the replacement is a selectable "" effect func "" menu option available in all exposure modes.",return_refund,1,0,1,0,0,0,0,0,0,0,0.3,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
119_13,119,"there are six default settings (off, vivid, sepia, neutral, low sharpening, b &amp; w) as well as a ' custom effect ' that allows you to control sharpening, contrast and saturation.",complaint,1,1,0,0,0,0,0,0,0,0,0.85,POSITIVE,0.063,0.873,0.063,0.0,NEUTRAL
119_14,119,7. a new photostich software for stiching your pics into a panoramic view.,other,0,0,0,0,0,0,0,0,0,0,0.45,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
119_15,119,i can of course buy such a tool off the shelves separately but helps if it comes with my camera.,recommendation,1,0,0,0,0,0,0,1,0,0,-0.15,NEUTRAL,0.0,0.848,0.152,0.5267,POSITIVE
119_16,119,"(looks quite neat too suggesting that canon may have, er, canonized it a bit).",recommendation,1,0,0,0,0,0,0,1,0,0,1.25,POSITIVE,0.0,0.798,0.202,0.5095,POSITIVE
119_17,119,"8. perhaps inspired by the canon's factory white-correction settings (which were found lacking and had to be altered by a user before the white edges from buildings etc could be cleaned out), the g3 has much sharper white offsets.",product_quality,1,0,0,0,0,1,0,0,0,0,1.35,POSITIVE,0.0,0.922,0.078,0.4939,POSITIVE
119_18,119,"in english, this means that even straight out of the box, you'll be amazed at the pics you end up taking.",other,0,0,0,0,0,0,0,0,0,0,2.8,POSITIVE,0.0,0.788,0.212,0.6249,POSITIVE
119_19,119,"9. in dim lit environs the g2 could easily outperform any other camera, and thankfully g3 maintains this rep.  personally i believe it even outperforms the g2 in terms of less haze and astonishingly real colors.",other,0,0,0,0,0,0,0,0,0,0,2.2,POSITIVE,0.0,0.867,0.133,0.6369,POSITIVE
119_20,119,"overall, the g3 delivers what must be considered the best image quality of any current > 4 megapixel digicams, from a detail, tonal balance and color response point of view.",support_contact,4,0,0,1,1,1,0,0,1,0,2.5,POSITIVE,0.0,0.873,0.127,0.6369,POSITIVE
119_21,119,there's really very little about g3 images to criticize.,other,0,0,0,0,0,0,0,0,0,0,1.95,POSITIVE,0.245,0.755,0.0,-0.3818,NEGATIVE
119_22,119,short of the eos range from canon or the d100s from nikon (both slrs).,other,0,0,0,0,0,0,0,0,0,0,-0.35,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
119_23,119,this is quite simply the best you can ask for.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,3.15,POSITIVE,0.0,0.668,0.332,0.6666,POSITIVE
125_2,125,"i've tried the sony s85 with the carl zeiss lens, but the pictures were too digital.",other,0,0,0,0,0,0,0,0,0,0,-1.05,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
125_3,125,"with canon, you get pictures that appear to be photos, not still camcorder shots.",shipping,1,0,0,0,1,0,0,0,0,0,1.1,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
125_4,125,i love the eos based controls and easy menus.,other,0,0,0,0,0,0,0,0,0,0,2.35,POSITIVE,0.0,0.496,0.504,0.7964,POSITIVE
125_5,125,i don't need to go into exhustive review of this camera.,other,0,0,0,0,0,0,0,0,0,0,-0.15,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
125_6,125,many before me have done that already.,other,0,0,0,0,0,0,0,0,0,0,0.15,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
125_7,125,i agree with the positive reviews.,other,0,0,0,0,0,0,0,0,0,0,2.0,POSITIVE,0.0,0.396,0.604,0.7269,POSITIVE
125_8,125,but there are two things i don't like about the camera that were not mentioned in any previous reviews.,other,0,0,0,0,0,0,0,0,0,0,-1.6,NEGATIVE,0.129,0.871,0.0,-0.395,NEGATIVE
125_9,125,1) the included lens cap is very loose on the camera.,other,0,0,0,0,0,0,0,0,0,0,-1.1,NEGATIVE,0.206,0.794,0.0,-0.3804,NEGATIVE
125_11,125,"i'm concerned that with the easily removed lens cap, i may damage the lens.",product_quality,1,0,0,0,0,1,0,0,0,0,-1.2,NEGATIVE,0.182,0.682,0.136,-0.2023,NEGATIVE
125_12,125,very cheaply made.,product_quality,2,0,0,0,0,1,1,0,0,0,-1.85,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
125_13,125,"2) the body construction - buttons, casing, etc, are too plastic.",other,0,0,0,0,0,0,0,0,0,0,-1.55,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
125_14,125,the g2 was better in this respect.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,0.1,NEUTRAL,0.0,0.455,0.545,0.7184,POSITIVE
125_15,125,it had a heavier and more sturdy casing.,product_quality,1,0,0,0,0,1,0,0,0,0,1.1,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
125_16,125,"despite these grieps, i still recommend the camera.",recommendation,1,0,0,0,0,0,0,1,0,0,1.3,POSITIVE,0.0,0.737,0.263,0.3612,POSITIVE
126_1,126,love it more and more i used a canon powershot s20 for about 2.5 years and loved it!,other,0,0,0,0,0,0,0,0,0,0,3.1,POSITIVE,0.0,0.656,0.344,0.8553,POSITIVE
126_2,126,"there were a few flaws that i learned to deal with and took thousands of pictures around the world, losing a few that i really regretted.",price_value,1,0,0,0,0,0,1,0,0,0,-0.9,NEGATIVE,0.186,0.814,0.0,-0.6697,NEGATIVE
126_4,126,"canon was an obvious choice, but i did not want to limit my decision, so started researching all brands that would take my microdrives.",other,0,0,0,0,0,0,0,0,0,0,0.45,NEUTRAL,0.055,0.945,0.0,-0.0857,NEGATIVE
126_5,126,"i researched, held, tested, and observed 3 different brands.",other,0,0,0,0,0,0,0,0,0,0,0.2,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
126_6,126,"needless to say, the canon won, hands down.",other,0,0,0,0,0,0,0,0,0,0,2.6,POSITIVE,0.0,0.654,0.346,0.5719,POSITIVE
126_7,126,this camera performs like i can not believe!,other,0,0,0,0,0,0,0,0,0,0,3.1,POSITIVE,0.0,0.715,0.285,0.4199,POSITIVE
126_8,126,"i bought it for my trip to beunos aires, and also used it at the iguazu falls, and could not have asked for more perfect performance!",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,3.6,POSITIVE,0.0,0.854,0.146,0.6468,POSITIVE
126_9,126,"it was too new to have learned much about the advanced features, so i generally used the auto mode.",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,0.05,NEUTRAL,0.0,0.9,0.1,0.25,POSITIVE
126_10,126,"this camera is worth every penny, and i highly recommend it!",price_value,2,0,0,0,0,0,1,1,0,0,3.6,POSITIVE,0.0,0.644,0.356,0.6105,POSITIVE
126_11,126,another point of note: the battery life is incredible!,other,0,0,0,0,0,0,0,0,0,0,3.0,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
126_12,126,"i did not have a backup battery, and had no need for one.",other,0,0,0,0,0,0,0,0,0,0,0.35,NEUTRAL,0.155,0.845,0.0,-0.296,NEGATIVE
126_13,126,"i did have ability to charge it every night, so don't know how long it would have actually gone before dying.",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,-0.15,NEUTRAL,0.0,0.897,0.103,0.3182,POSITIVE
126_14,126,this camera will stay with me for years!,other,0,0,0,0,0,0,0,0,0,0,3.15,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
127_1,127,the last digital camera i'll buy i've been looking to buy a digital camera for a long time and v = finally decided that now was the time.,recommendation,1,0,0,0,0,0,0,1,0,0,1.35,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
127_2,127,"after a lot of research, i decided on the g3.",other,0,0,0,0,0,0,0,0,0,0,0.6,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
127_3,127,am i ever glad that i decided on this camera!,other,0,0,0,0,0,0,0,0,0,0,2.55,POSITIVE,0.0,0.732,0.268,0.5093,POSITIVE
127_4,127,"i've only had it a week, but so far, everything about this camera is making me happy.",other,0,0,0,0,0,0,0,0,0,0,2.4,POSITIVE,0.0,0.76,0.24,0.7227,POSITIVE
127_5,127,forget the fact that it'll probably take me a year to figure out all the features this camera has to offer.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,0.0,NEUTRAL,0.087,0.913,0.0,-0.2263,NEGATIVE
127_6,127,i've been able to change modes on this thing without even looking at the manual.,other,0,0,0,0,0,0,0,0,0,0,1.4,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
127_7,127,very intuitive menus are a big plus on this camera.,other,0,0,0,0,0,0,0,0,0,0,2.3,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
127_8,127,"i charged it up the day i got it, took a bunch of pictures and i don't think the battery indicator has budged from fully charged.",other,0,0,0,0,0,0,0,0,0,0,2.05,POSITIVE,0.14,0.86,0.0,-0.4391,NEGATIVE
127_9,127,the standard battery include with the g3 is a camcorder battery that will allow me to take pictures all day without worrying about charging.,shipping,1,0,0,0,1,0,0,0,0,0,1.7,POSITIVE,0.0,0.848,0.152,0.4471,POSITIVE
127_10,127,i was worried about this after seeing a friend change batteries on his olympus after about 20-30 pictures.,other,0,0,0,0,0,0,0,0,0,0,-1.1,NEGATIVE,0.103,0.748,0.15,0.25,POSITIVE
