id,human_score,text,corpus,human_label,vader_score,vader_label,distilbert_label,distilbert_score,roberta_label,roberta_score
132_5,1.05,"also, the display is "" hinged "" and it can be placed in a myriad of positions, or to protect it against any damage.",Amazon,POSITIVE,-0.6124,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
132_6,2.5,excellent idea!,Amazon,POSITIVE,2.4456,POSITIVE,POSITIVE,4,NEUTRAL,0
132_7,-1.85,"one bad thing is that it comes with a pitiful 32mb compactflash card, and for most purposes, it is not enough.",Amazon,NEGATIVE,-3.0868,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
132_8,0.15,"however, it seems that this is the general rule for most digital cameras.",Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
132_9,1.85,another good thing is that this camera seems to introduce much less noise in dark places than others i've seen.,Amazon,POSITIVE,1.7616,POSITIVE,NEGATIVE,-4,NEUTRAL,0
133_1,3.0,cannon i have owned this camera for a short time and wouldn't give it up for anything.,Amazon,POSITIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
133_2,3.25,it surpasses my greatest expectations in a 4mp camera..,Amazon,POSITIVE,2.5476,POSITIVE,POSITIVE,4,NEUTRAL,0
134_1,2.15,powerful product bought this product about a month ago and have used it in a variety of situations.,Amazon,POSITIVE,1.686,POSITIVE,POSITIVE,4,NEUTRAL,0
134_2,2.0,in general it is easy to use and well laid out.,Amazon,POSITIVE,2.4496,POSITIVE,POSITIVE,4,NEUTRAL,0
134_3,-1.65,for '' cool factor '' buffs it looks and feels like a small plastic brick brick and doesn't have any wow factor.,Amazon,NEGATIVE,0.7388,POSITIVE,NEGATIVE,-4,NEUTRAL,0
134_4,1.9,it makes up for this by being extremely easy to use with well laid out controls that can be learned quickly.,Amazon,POSITIVE,2.5912,POSITIVE,POSITIVE,4,NEUTRAL,0
134_5,2.15,the g3 has most if not all of the features that you would want from a semi-pro / pro slr with a good range of manual options for those who know something about photography.,Amazon,POSITIVE,1.9756,POSITIVE,POSITIVE,4,NEUTRAL,0
134_6,1.3,"in the hands of someone who doesn't, it will yield good results on idiot program / auto mode.",Amazon,POSITIVE,-0.4108,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
134_7,1.65,"my wife, who has never used a camera before, picked it up and soon got the hang of the fact that if you don't like what you have created you just delete and try again.",Amazon,POSITIVE,-0.1136,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
134_8,1.65,the photos she took are better than the results i got from my nikon slr and range of lenses!,Amazon,POSITIVE,1.9704,POSITIVE,POSITIVE,4,NEUTRAL,0
134_9,1.85,this is a big plus for those who a shifting to digital and the g3's large mobile screen helps with this.,Amazon,POSITIVE,1.5272,POSITIVE,POSITIVE,4,NEUTRAL,0
134_10,-1.55,negative points:  the included memory card is too small.,Amazon,NEGATIVE,-2.2876,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
134_11,0.9,"go out and get a 256meg card, it's worth the expense.",Amazon,POSITIVE,0.9052,POSITIVE,POSITIVE,4,NEUTRAL,0
134_12,-0.25,it is made of plastic.,Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
134_13,-0.8,"for those who are used to brass cameras that can be dropped, picking up a camera like the g3 is an unnerving experience.",Amazon,NEGATIVE,1.4448,POSITIVE,POSITIVE,4,NEUTRAL,0
134_14,-0.1,"this is by no means unique to this model, i'm sure.",Amazon,NEUTRAL,0.1032,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
134_15,-0.85,the zoom lens unit feels fragile and it is worth buying a good camera bag if you are going put to carry it round a lot.,Amazon,NEGATIVE,2.3436,POSITIVE,POSITIVE,4,NEUTRAL,0
134_16,-0.5,this is not a handbag camera.,Amazon,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
134_17,-1.15,"while light, it will not easily go in small handbags or pockets.",Amazon,NEGATIVE,-1.0336,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
134_18,-1.2,the function lever - the one which switches between capture and view mode feels fragile.,Amazon,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
134_19,-1.6,"flash - as with all built-in flashes in small cameras, you get overilluminated main subjects with depth being lost.",Amazon,NEGATIVE,-1.2728,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
134_20,1.05,the g3 has a shoe which will take other powerful (and expensive) canon flashes that will allow bounce and reflected flash photography.,Amazon,POSITIVE,2.2876,POSITIVE,POSITIVE,4,NEUTRAL,0
134_21,-2.65,the strap is horrible and gets in the way of parts of the camera you need access to.,Amazon,NEGATIVE,-2.1692,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
134_22,-0.6,"if you can afford this camera, you can afford to get a better strap elsewhere - a very minor quibble.",Amazon,NEGATIVE,1.7616,POSITIVE,NEGATIVE,-4,NEUTRAL,0
134_23,2.75,good points:  the functionality on this camera is mind-blowing.,Amazon,POSITIVE,1.7616,POSITIVE,POSITIVE,4,NEUTRAL,0
134_24,2.1,canon have packed a lot in here and the options and controls are easy to use and logically laid out.,Amazon,POSITIVE,1.7616,POSITIVE,POSITIVE,4,NEUTRAL,0
134_25,1.2,learning how to use it will not take very long.,Amazon,POSITIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
134_26,3.0,the image quality is excellent.,Amazon,POSITIVE,2.2876,POSITIVE,POSITIVE,4,NEUTRAL,0
134_27,2.4,"messing around with images in photoshop (a supplied software package) and printing them on a good printer, yielded excellent results.",Amazon,POSITIVE,3.06,POSITIVE,POSITIVE,4,NEUTRAL,0
134_28,1.6,"unless you are making posters, a g3 is more than good enough.",Amazon,POSITIVE,1.9608,POSITIVE,POSITIVE,4,NEUTRAL,0
134_29,2.55,range of functions - as indicated above - it has something for everyone: point and shoot power plus advanced functions for those who are serious about photography.,Amazon,POSITIVE,-0.7116,NEGATIVE,POSITIVE,4,NEUTRAL,0
134_30,0.05,please note that this is the first digital camera i have owned or used.,Amazon,NEUTRAL,1.2728,POSITIVE,POSITIVE,4,NEUTRAL,0
134_31,0.15,a lot of my opinions are more relevant for those who are switching from film.,Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
134_32,0.8,i did extensive research before chosing the g3 but there's nothing like picking one up and playing with it first.,Amazon,POSITIVE,-0.4768,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
135_1,2.8,best camera i've used this is by far the finest camera in its price and category i have ever used.,Amazon,POSITIVE,2.5476,POSITIVE,POSITIVE,4,NEUTRAL,0
135_2,2.2,it is also one of the few electronic items that works right out of the box.,Amazon,POSITIVE,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
135_3,2.6,the macro works great for medical photographs and the auto mode is terrific for point and shoot.,Amazon,POSITIVE,2.8012,POSITIVE,POSITIVE,4,NEUTRAL,0
136_1,3.15,this camera is closest to perfect than any otherdigicam this camera is closest to perfect than any other digicam that is 4-5 megapixel.,Amazon,POSITIVE,3.2504,POSITIVE,POSITIVE,4,NEUTRAL,0
136_2,1.3,beats that sony f717; its archrival.,Amazon,POSITIVE,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
136_3,1.1,i'm glad canon decided to keep the 4mp resolution and improved upon it with new technology;  i can't fit all that resolution (4mp = 2272x 1704 resol.),Amazon,POSITIVE,2.4444,POSITIVE,NEGATIVE,-4,NEUTRAL,0
136_4,0.1,in my 19in flat monitor (1200x1024 resol.),Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
136_5,0.0,anyways.,Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
136_6,0.05,please go to read dpreview.com and you'll get the complete story.,Amazon,NEUTRAL,1.2728,POSITIVE,POSITIVE,4,NEUTRAL,0
136_7,-0.05,my story is based on personal usage.,Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
136_8,-0.05,"yes there is a corner lens barrel distortion (i don't like it too but no harm done since i always use the camea lcd screen to see exactly what i'm going to get) in the viewfinder when you don't zoom (when you zoom the lens distortion goes away), canon knows this and engineered it that way to minimize the parallax phenomenon; that is what lmost exactly ot the picture.",Amazon,NEUTRAL,2.4848,POSITIVE,NEGATIVE,-4,NEUTRAL,0
136_9,0.0,moving the viewfinder elsewhere on the camera will remove the lens distortion but increase the parallax phenomenon.,Amazon,NEUTRAL,1.7988,POSITIVE,POSITIVE,4,NEUTRAL,0
136_10,0.45,the distortion is not a flaw.,Amazon,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
136_11,-1.2,"as with taking digital pictures, i notice other people including myself have errors on their compactflash which results in certain shots being partially taken or lost - this is an issue that seems to effect compactflash and other digicam brand.",Amazon,NEGATIVE,-1.5272,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
136_12,-1.2,i've haven't heard about a diagnos or fix for this.,Amazon,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
136_13,3.65,"in terms of the shots taken, this camera is insanely great!",Amazon,POSITIVE,2.6352,POSITIVE,POSITIVE,4,NEUTRAL,0
136_14,2.85,the pictures are fabulous and their is a (short) learning curve to it; there are tons of features i haven't even gotten to.,Amazon,POSITIVE,2.1068,POSITIVE,POSITIVE,4,NEUTRAL,0
136_15,0.2,"in terms of the important accessories, i got myself an the extra litium battery.",Amazon,NEUTRAL,0.8092,POSITIVE,NEGATIVE,-4,NEUTRAL,0
136_16,1.0,"based on my used, 1 full charge was enough for at least 255 shots.",Amazon,POSITIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
136_17,1.2,i also got myself a 512mb viking compact flash (enough for 255 shots at full 4mp resolution and max picture quality) and a used $ 250 3lb subnotebook with usb connection and tons of hard drive space for long trips so i can verify what i've taken and that subnotebook also saves me from having to buy extra compactflash.,Amazon,POSITIVE,-0.4108,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
136_18,-1.4,the compact flash is delicate and i hate to swap it in fear on the connetions (camera and cf) bending (can lead to cf erros) or losing it.,Amazon,NEGATIVE,-3.4076,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
136_19,1.4,"anyways, canon has improved upon the g2 with this g3.",Amazon,POSITIVE,1.9068,POSITIVE,POSITIVE,4,NEUTRAL,0
136_20,2.55,it's a winner.,Amazon,POSITIVE,2.3436,POSITIVE,POSITIVE,4,NEUTRAL,0
136_21,2.0,"i've been pleased with the picture quality and durability in snow, car, boat and wind.",Amazon,POSITIVE,1.7616,POSITIVE,POSITIVE,4,NEUTRAL,0
136_22,-0.3,my only suggestion is to get a lens protector to help protect the shooting lens (the lens coating will wear out after so many clean wipes) and i'm getting the those (52 mm adapter and uv lens filter) at lensmateonline.com.,Amazon,NEUTRAL,3.2248,POSITIVE,NEGATIVE,-4,NEUTRAL,0
136_23,2.3,they got the best lens adapter for the g3-better than canon's.,Amazon,POSITIVE,2.5476,POSITIVE,POSITIVE,4,NEUTRAL,0
136_24,0.2,that's what i did and hopes this helps.,Amazon,NEUTRAL,2.8012,POSITIVE,POSITIVE,4,NEUTRAL,0
137_1,2.2,canon g3 review / response / recommendation the camera's a work of art / science -- that's understood.,Amazon,POSITIVE,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
137_2,2.55,"it takes great pictures, operates quickly, and feels solid.",Amazon,POSITIVE,2.7632,POSITIVE,POSITIVE,4,NEUTRAL,0
137_3,1.3,"to address two previous somewhat negative reviews: (1) yes, the lens barrel does obstruct part of the lower left corner in the lens viewfinder; however, the lcd viewfinder is rather stunning and i find myself rarely using the lens viewfinder.",Amazon,POSITIVE,-0.316,NEGATIVE,POSITIVE,4,NEUTRAL,0
137_4,0.05,"(2) there are, actually, several differences between the g2 and g3, such as differences in continuous shooting, the optical lens, the control layout, playback zoom, image processing, and so on.",Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
138_1,-1.05,"beware you see, i can't rank the product since the merchant that amazon is collaborating with (j and r camera.)",Amazon,NEGATIVE,0.7116,POSITIVE,NEGATIVE,-4,NEUTRAL,0
138_2,-1.0,to bring us consumers better choices never sent me the product.,Amazon,NEGATIVE,1.7616,POSITIVE,NEGATIVE,-4,NEUTRAL,0
138_3,-2.0,"although you may think you're dealing with amazon, you're dealing with some second rate store that you've never heard of.",Amazon,NEGATIVE,0.7116,POSITIVE,NEGATIVE,-4,NEUTRAL,0
138_4,-1.8,"after charging my card for the camera and for expedited shipping, 5 business days later, they still hadn't shipped the product.",Amazon,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
138_5,-1.1,"i called them twice and both times they said it is "" about to ship "".",Amazon,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
138_6,-1.15,"one of the calls was on a saturday and when i pressed the guy a bit, he said, "" actually we don't ship on saturdays "".",Amazon,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
138_7,-0.65,so why lie about it?,Amazon,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
138_8,-0.1,so i finally gave them a deadline which they said they could meet.,Amazon,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
138_9,-1.45,"although they accepted that they will ship on mon - 6 jan, they still didn't ship it.",Amazon,NEGATIVE,1.0928,POSITIVE,NEGATIVE,-4,NEUTRAL,0
138_10,-1.5,"they said it is in stock, but they are "" too busy "".",Amazon,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
138_11,-0.95,"they weren't busy enough to charge the credit card, though!",Amazon,NEGATIVE,1.7556,POSITIVE,NEGATIVE,-4,NEUTRAL,0
138_12,-1.9,"although i tried contacting amazon to see if they can do anything, the replies i got were inept as if they hadn't taken time to read the complaint.",Amazon,NEGATIVE,-0.512,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
138_13,-1.3,i cancelled the order.,Amazon,NEGATIVE,-1.0,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
138_14,-1.15,hope to get my refund in a timely manner.,Amazon,NEGATIVE,1.7616,POSITIVE,POSITIVE,4,NEUTRAL,0
138_15,-2.8,"thanks for nothing, amazon!",Amazon,NEGATIVE,1.5872,POSITIVE,POSITIVE,4,NEUTRAL,0
139_1,-2.35,major design flaw this camera has a major design flaw.,Amazon,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
139_2,-1.2,when you look through the viewfinder (not the lcd) the bottom left corner of the picture (about 15%) is blocked by the lens.,Amazon,NEGATIVE,-1.0928,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
139_3,-1.15,i called the canon technical service center to see if i had a defective camera.,Amazon,NEGATIVE,-1.7616,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
139_4,-1.75,"after about a minute of trying to tell me that most people use the lcd and not the view finder, they finally admitted, it was a design flaw in the camera.",Amazon,NEGATIVE,0.4108,POSITIVE,NEGATIVE,-4,NEUTRAL,0
139_5,1.95,everything else about the camera is great.,Amazon,POSITIVE,2.4996,POSITIVE,POSITIVE,4,NEUTRAL,0
139_6,2.1,"if you strictly use the lcd and not the view finder, i highly recommend the camera.",Amazon,POSITIVE,1.6804,POSITIVE,POSITIVE,4,NEUTRAL,0
139_7,-1.1,"however for me, i occasionally use the view finder and trying to frame in a picture with the lens blocking the view is too much.",Amazon,NEGATIVE,-1.5272,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
139_8,-1.7,i'm sending mine back and am waiting for the problem to be corrected.,Amazon,NEGATIVE,-1.6076,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
140_1,2.9,"i love it more the longer i own it i've been using a powershot s330 for nearly a year, and wanted to upgrade to a 4 or 5 megapixel camera with a longer zoom, more adjustability, a hot shoe for an external flash, and a remote control.",Amazon,POSITIVE,2.5476,POSITIVE,NEGATIVE,-4,NEUTRAL,0
140_2,1.5,"i looked at both the nikon coolpix 5700 and the canon g3, and decided on the g3 due both to ergonomics (much more comfortable to hold and use) and the price.",Amazon,POSITIVE,2.2252,POSITIVE,POSITIVE,4,NEUTRAL,0
140_3,1.25,i've had the camera for about two weeks and shot hundreds of pictures so far.,Amazon,POSITIVE,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
140_4,2.35,"and so far, i've been very pleased.",Amazon,POSITIVE,1.9708,POSITIVE,POSITIVE,4,NEUTRAL,0
140_5,0.7,"there's a noticeable difference in the quality of a 4 megapixel image versus the 2 megapixels of the s330, especially if you want to crop and enlarge the pictures.",Amazon,POSITIVE,0.576,POSITIVE,POSITIVE,4,NEUTRAL,0
140_6,1.85,"the larger lens of the g3 gives better picture quality in low light, and the 4-times optical zooms gets you just that much closer.",Amazon,POSITIVE,0.8092,POSITIVE,POSITIVE,4,NEUTRAL,0
140_7,2.45,the moveable lcd screen is great.,Amazon,POSITIVE,2.4996,POSITIVE,POSITIVE,4,NEUTRAL,0
140_8,1.7,"you can take pictures with the camera held above your head, way down, or beside you with no problem, allowing you to position the camera for the best shot without contorting yourself.",Amazon,POSITIVE,3.0196,POSITIVE,POSITIVE,4,NEUTRAL,0
140_9,2.85,"the tiny (postage-stamp sized) remote unit is wonderful: not only does it trigger the shutter, it can also be used to zoom and review pictures.",Amazon,POSITIVE,2.2876,POSITIVE,POSITIVE,4,NEUTRAL,0
140_10,2.25,"i also purchased a good sturdy tripod: the combination of the new camera, tripod and remote control enabled me to take some remarkable indoor, natural-light portraits i never would have attempted before.",Amazon,POSITIVE,3.0316,POSITIVE,POSITIVE,4,NEUTRAL,0
140_11,1.2,"the hot shoe flash attachment allowed me to buy and use a sophisticated flash unit:  i chose the canon speedlite 420.  this has made the greatest difference in the quality of my photographs: the built-in flash on any of these cameras gives you flat photos, red-eye, and annoying shadows; a good add-on flash unit can be bounced off the ceiling or wall for pleasing, almost-natural lighting.",Amazon,POSITIVE,3.7096,POSITIVE,POSITIVE,4,NEUTRAL,0
140_12,2.15,"i needed three batteries to keep myself going with the s330, but the battery in the g3 is a real powerhouse:  i shot over 300 photos at my goddaughter's birthday party without switching out to my backup battery.",Amazon,POSITIVE,2.1996,POSITIVE,POSITIVE,4,NEUTRAL,0
140_13,0.55,"the g3 has a different type of battery charging system from the smaller canon cameras: the battery needs to be charged while in the camera, but the charging system also enables you to use the camera while plugged in without running down the battery.",Amazon,POSITIVE,-0.4108,NEGATIVE,POSITIVE,4,NEUTRAL,0
140_14,1.7,"i have yet to try using all of the adjustment options: shutter priority, aperature priority, light metering adjustments, etc., but all controls are well thought out and and the manual is relatively clear.",Amazon,POSITIVE,2.8908,POSITIVE,POSITIVE,4,NEUTRAL,0
140_15,1.5,"you can use this camera right out of the box on the automatic setting, or slowly get comfortable with the manual settings and what they can do.",Amazon,POSITIVE,2.0424,POSITIVE,NEGATIVE,-4,NEUTRAL,0
140_16,0.0,negatives?,Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
140_17,-1.2,"i've been bothered by blown-out highlights on the s330, and the g3 seems to do only slightly better.",Amazon,NEGATIVE,0.316,POSITIVE,NEGATIVE,-4,NEUTRAL,0
140_18,-1.0,(i'm starting to think that this may just be one of the weaknesses of all digital photography at this level.),Amazon,NEGATIVE,-1.4448,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
140_19,-1.6,"the on-off button feels somewhat flimsy, and has an awkward, tiny little lock-out button that needs to be depressed to turn on the camera.",Amazon,NEGATIVE,-2.3976,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
140_20,-1.45,"and the body / construction in general has quite a bit of plastic, a disappointment after the stainless steel heft of the s330.",Amazon,NEGATIVE,-2.0424,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
140_21,0.4,"i bought a 512 mb card, which seems to hold about 400 photos at the highest resolution.",Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
140_22,0.95,"i was worried that 4 megapixel photos would download more slowly, but there's no difference in working with the files.",Amazon,POSITIVE,-2.1068,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
140_23,-0.15,i have a 120 gb remote drive i use to store my digital images:  i can imagine that they'd fill up my ibook's internal memory pretty quickly.,Amazon,NEUTRAL,1.9756,POSITIVE,NEGATIVE,-4,NEUTRAL,0
140_24,2.8,"at the same time i purchased this camera i also bought adobe's photoshop elments 2.0 software, and can't praise it highly enough.",Amazon,POSITIVE,-1.7796,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
140_25,2.0,"if you're investing in a camera at this level, buy this software!",Amazon,POSITIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
140_26,0.7,"and as i said in my review of the s330, all of these digital cameras are easier to use with apple computers.",Amazon,POSITIVE,1.686,POSITIVE,POSITIVE,4,NEUTRAL,0
140_27,2.55,"the bottom line: if you're serious about your digital photography, or been bitten with the bug after using a digital point-and-shoot, this may be just the camera for you.",Amazon,POSITIVE,-0.3088,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
140_28,0.25,but make sure to buy a tripod and separate flash unit at the same time: you'll see the difference in your photos immediately.,Amazon,NEUTRAL,1.7988,POSITIVE,POSITIVE,4,NEUTRAL,0
140_29,2.45,added 2-24.  i've now had the camera for two months and i'm even more pleased with it.,Amazon,POSITIVE,1.9708,POSITIVE,POSITIVE,4,NEUTRAL,0
140_30,0.45,i wound up buying a gray card and use it all the time with the custom white-balance setting.,Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
140_31,1.1,"it helps avoid the problem of a color cast on the pictures, especially in mixed-light settings.",Amazon,POSITIVE,-1.2728,NEGATIVE,POSITIVE,4,NEUTRAL,0
140_32,0.2,"if you don't have a gray card, you can use a plain white piece of paper.",Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
140_33,1.2,"i also discovered the exposure-bracket setting, which enables you to take three exposures with one press of the shutter: the first at the camera-determined exposure, then one lighter and one darker.",Amazon,POSITIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
140_34,1.55,especially useful with portraits and difficult-to-meter situations.,Amazon,POSITIVE,1.9708,POSITIVE,POSITIVE,4,NEUTRAL,0
140_35,0.05,i did buy the telephoto lens (and the required extension).,Amazon,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
140_36,2.05,very easy to use.,Amazon,POSITIVE,1.9708,POSITIVE,POSITIVE,4,NEUTRAL,0
140_37,0.45,"i'll probably also get the wide-angle now, too.",Amazon,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
140_38,2.5,"very comfortable camera, easy to use, and the best digital photos you're going to get at this price.",Amazon,POSITIVE,3.5964,POSITIVE,POSITIVE,4,NEUTRAL,0
141_1,2.65,best non-slr digital camera under 5 megapixels i've been using the g3 for about six weeks and it has proven itself to be all that it's advertised.,Amazon,POSITIVE,2.5476,POSITIVE,POSITIVE,4,NEUTRAL,0
141_2,1.9,"after doing a hands-on comparison between the nikon coolpix 5700 and sony dsc-f 717 (both of which lack the quality, feel, or features of the g3), i ultimately chose the g3 because of its outstanding image quality (resolution and coloration are superior).",Amazon,POSITIVE,2.9404,POSITIVE,NEGATIVE,-4,NEUTRAL,0
141_3,3.0,"it beats the competition in almost every area including battery life, enthusiast features, external flash capabilities, available storage types, image formats, and more.",Amazon,POSITIVE,1.4448,POSITIVE,POSITIVE,4,NEUTRAL,0
141_4,0.55,this is a camera you will need to study and use in order to fully exploit its many features.,Amazon,POSITIVE,-0.7044,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
141_5,0.55,"it can be a point-and-shoot camera, but if you do not intend to "" get into "" it's finer features, i'd suggest a less enthusiast featured choice.",Amazon,POSITIVE,1.694,POSITIVE,NEGATIVE,-4,NEUTRAL,0
141_6,2.95,"all-in-all, i believe this is arguably the best non-slr digital camera on the market.",Amazon,POSITIVE,1.9756,POSITIVE,POSITIVE,4,NEUTRAL,0
142_1,3.1,"the best so far the canon g3 improves in almost all ways on the g1 and g2 before it, and in fact beats the nikon coolpix 5000 in performance (picture quality and battery life) -- which is amazing because the 5000 is a 5 megapixel camera and the canon is a 4 megapixel camera.",Amazon,POSITIVE,3.6868,POSITIVE,POSITIVE,4,NEUTRAL,0
142_2,1.3,canon's optics are better and i believe their processing algorithms are also better.,Amazon,POSITIVE,2.8012,POSITIVE,POSITIVE,4,NEUTRAL,0
142_3,2.95,"simply, the canon g3 is the best digital camera out there today at this price point.",Amazon,POSITIVE,2.5476,POSITIVE,POSITIVE,4,NEUTRAL,0
142_4,0.95,"the canon allows you to change lenses, and it accepts the ibm microdrive (type ii compact flash), so you can have up to 1 gigabyte of storage.",Amazon,POSITIVE,1.2728,POSITIVE,NEGATIVE,-4,NEUTRAL,0
142_5,0.7,for me on the fine resolution setting (not maximum but very close) this adds up to over 1000 images with the 1 gig card.,Amazon,POSITIVE,0.4108,POSITIVE,POSITIVE,4,NEUTRAL,0
142_6,2.7,the battery life of this camera is twice that of the nikon 5000 and is better than anything else i've seen.,Amazon,POSITIVE,1.7616,POSITIVE,POSITIVE,4,NEUTRAL,0
142_7,-1.1,"the only minor nits i have with the camera are it is fairly boxy looking, it needs a wrist strap instead of a neck strap, and it is a bit slow between shots.",Amazon,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
142_8,2.05,"even with these shortcomings, i still think it is the best digital camera available under $ 1200.",Amazon,POSITIVE,2.5476,POSITIVE,POSITIVE,4,NEUTRAL,0
143_1,2.9,the best 4mp compact digital available this camera is perfect for an enthusiastic amateur photographer.,Amazon,POSITIVE,3.6088,POSITIVE,POSITIVE,4,NEUTRAL,0
143_2,2.55,"the pictures are razor-sharp, even in macro.",Amazon,POSITIVE,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
143_3,1.35,it is small enough to fit easily in a coat pocket or purse.,Amazon,POSITIVE,2.3976,POSITIVE,NEGATIVE,-4,NEUTRAL,0
143_4,1.75,it is light enough to carry around all day without bother.,Amazon,POSITIVE,1.0336,POSITIVE,POSITIVE,4,NEUTRAL,0
143_5,1.8,"operating its many features is easy and often obvious - i'm no annie lebovitz, but i was able to figure out most of its abilities just messing around with it at a camera store.",Amazon,POSITIVE,2.0064,POSITIVE,NEGATIVE,-4,NEUTRAL,0
143_6,1.4,the manual does a fine job filling in any blanks that remain.,Amazon,POSITIVE,0.8092,POSITIVE,POSITIVE,4,NEUTRAL,0
143_7,2.1,"the auto-focus performs well, but i love having the 12 optional scene modes - they are dummy-proof, and correspond to many situations in which i would actually seek to use the camera.",Amazon,POSITIVE,3.24,POSITIVE,POSITIVE,4,NEUTRAL,0
143_8,1.25,"comes with a 16 mb compact flash and one rechargable battery the charging unit, included, is fast and small.",Amazon,POSITIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
143_9,0.85,"i bought a 256 mb cf and a second battery, so it's good to go on a long vacation.",Amazon,POSITIVE,1.9608,POSITIVE,POSITIVE,4,NEUTRAL,0
143_10,3.1,i enthusiastically recommend this camera.,Amazon,POSITIVE,2.9076,POSITIVE,POSITIVE,4,NEUTRAL,0
144_1,1.8,"perfect to grow into i got my camera three days back, and although i had some experience with digital cameras prior to purchasing this one, i still rate myself as a beginner.",Amazon,POSITIVE,2.2876,POSITIVE,POSITIVE,4,NEUTRAL,0
144_2,1.3,i bought this camera because it fit my budget and the pre-production and production model reviews were positive.,Amazon,POSITIVE,2.9076,POSITIVE,POSITIVE,4,NEUTRAL,0
144_3,2.3,"it's easy to use, and yet very feature rich.",Amazon,POSITIVE,3.1076,POSITIVE,POSITIVE,4,NEUTRAL,0
